checked_at,origin,dest,route_type,depart_date,weekday,price_rub,price_eur,eur_rate,airline,transfers,duration,link
2026-07-08 01:44,GOJ,TBS,onestop,2026-08-14,пт,25497,293,86.8976,WZ,1,2695,/search/GOJ1408TBS1?t=WZ17867055001786870800002695GOJKUFTBS_62280cdc4d1df353e2f918100dedda5b_25475&search_date=07072026&expected_price_uuid=019f3e10-bc2f-8030-6e93-7df5249f6956&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=sDDPHxaPvnwNbi4bScNJmw&expected_price_source=share&expected_price_currency=rub&expected_price=25497
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-25,вт,16960,195,86.8976,WZ,1,1765,/search/GOJ2508TBS1?t=WZ17876484001787757900001765GOJSVXTBS_9726ed26df038dfeea1afd53ea6b5fb9_16960&search_date=08072026&expected_price_uuid=019f40fd-a41f-8030-277f-60ca6803d45d&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=16960
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-26,ср,16960,195,86.8976,WZ,1,1140,/search/GOJ2608TBS1?t=WZ17877723001787844300001140GOJSVXTBS_8d3c5417e24e2997431ffda88af4011f_16960&search_date=08072026&expected_price_uuid=019f40fd-7a24-8030-2a1a-2b512db8bcf9&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=AxKHdHZ6HY9wBm52IL4hpg&expected_price_source=share&expected_price_currency=rub&expected_price=16960
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-29,сб,16966,195,86.8976,WZ,1,1215,/search/GOJ2908TBS1?t=WZ17880270001788103500001215GOJSVXTBS_c77efb60afb9b550b08980a4ca815bab_16993&search_date=07072026&expected_price_uuid=019f3ba0-2096-8030-2d69-18b726735f05&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ZAOMD7sOmxbY4K3atUByqQ&expected_price_source=share&expected_price_currency=rub&expected_price=16966
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-31,пн,16975,195,86.8976,WZ,1,1130,/search/GOJ3108TBS1?t=WZ17882049001788276300001130GOJSVXTBS_a6bf13c93682b1cfbf523a2376a19b9a_16960&search_date=07072026&expected_price_uuid=019f3e10-b737-8030-69a3-03136ffa47a6&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=16975
2026-07-08 10:06,GOJ,TBS,direct,2026-08-22,сб,17244,198,86.8976,WZ,0,195,/search/GOJ2208TBS1?t=WZ17873910001787406300000195GOJTBS_0448293c0fa97dd0ced7028f8a1494fe_17340&search_date=07072026&expected_price_uuid=019f3dcc-a978-8030-617a-c1770b616532&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=97tEPRo4WyT9CUV0GQj3Wg&expected_price_source=share&expected_price_currency=rub&expected_price=17244
2026-07-08 10:06,GOJ,TBS,direct,2026-08-12,ср,17374,200,86.8976,WZ,0,190,/search/GOJ1208TBS1?t=WZ17865318001786546800000190GOJTBS_84463c9ada295eef133373e7c6f6d561_17340&search_date=08072026&expected_price_uuid=019f407f-922b-8030-e14b-f12bb0a64480&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ssTThgZWwDi6-Ws2B8W6ng&expected_price_source=share&expected_price_currency=rub&expected_price=17374
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-19,ср,17905,206,86.8976,WZ,1,1140,/search/GOJ1908TBS1?t=WZ17871675001787239500001140GOJSVXTBS_ee33848d8945c651e7dd96951dbc72a6_18005&search_date=07072026&expected_price_uuid=019f3e0e-b9b7-8030-a2f3-7acfae016101&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=AxKHdHZ6HY9wBm52IL4hpg&expected_price_source=share&expected_price_currency=rub&expected_price=17905
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-17,пн,18005,207,86.8976,WZ,1,1130,/search/GOJ1708TBS1?t=WZ17869953001787066700001130GOJSVXTBS_2093996f4dfda3cb0d79e2a0c490ee02_18005&search_date=08072026&expected_price_uuid=019f40db-9ccf-8030-a0af-c7a106eeda11&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=18005
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-04,вт,18040,208,86.8976,WZ,1,1765,/search/GOJ0408TBS1?t=WZ17858340001785943500001765GOJSVXTBS_b0ca11a11ed6b91383c5a0f80df3fe6f_18005&search_date=08072026&expected_price_uuid=019f407f-69f6-8030-66ab-f3323ea236e3&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=18040
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-18,вт,18041,208,86.8976,WZ,1,1765,/search/GOJ1808TBS1?t=WZ17870436001787153100001765GOJSVXTBS_e9f77372a6a853ec6f890393181db8c9_18005&search_date=08072026&expected_price_uuid=019f4024-14a9-8030-665a-2498e4814d68&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=18041
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-15,сб,18857,217,86.8976,WZ,1,1670,/search/GOJ1508TBS1?t=WZ17868174001786921200001670GOJSVXTBS_12b89bc1a9b0e1217c150cf1185236d8_18759&search_date=08072026&expected_price_uuid=019f4112-abdf-8030-2661-61725f5b195c&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=926OFduTyJUmHbsgcyRLiw&expected_price_source=share&expected_price_currency=rub&expected_price=18857
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-30,вс,18976,218,86.8976,WZ,1,1335,/search/GOJ3008TBS1?t=WZ17881122001788195900001335GOJSVXTBS_7da5c660dcc20aaba2fa902fb814bcd5_18974&search_date=01072026&expected_price_uuid=019f1f73-b092-8030-ed99-92c98e8864dc&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=18976
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-23,вс,19275,222,86.8976,N4,1,805,/search/GOJ2308TBS1?t=N417875059001787557800000805GOJAERTBS_aa6b263c7d1ee63bcd8750702247de14_19258&search_date=07072026&expected_price_uuid=019f3e10-b483-8030-6dcf-5b4172aa82b4&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=UHA5ytoKnOPdBf0clU2jzw&expected_price_source=share&expected_price_currency=rub&expected_price=19275
2026-07-08 10:06,GOJ,TBS,direct,2026-08-05,ср,19905,229,86.8976,WZ,0,190,/search/GOJ0508TBS1?t=WZ17859270001785942000000190GOJTBS_32947cb410e1fea036e7ab321e770b50_19905&search_date=08072026&expected_price_uuid=019f40dc-021d-8030-6da9-cc9596c21026&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ssTThgZWwDi6-Ws2B8W6ng&expected_price_source=share&expected_price_currency=rub&expected_price=19905
2026-07-08 10:06,GOJ,TBS,direct,2026-08-08,сб,19945,230,86.8976,WZ,0,195,/search/GOJ0808TBS1?t=WZ17861814001786196700000195GOJTBS_f93c44a196c51fc82c2e0a1032ec887d_19905&search_date=08072026&expected_price_uuid=019f40d4-d87a-8030-e5f1-c755db2393d5&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=97tEPRo4WyT9CUV0GQj3Wg&expected_price_source=share&expected_price_currency=rub&expected_price=19945
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-03,пн,20873,240,86.8976,WZ,1,1130,/search/GOJ0308TBS1?t=WZ17857857001785857100001130GOJSVXTBS_751c1c6bd0e6aecce962dcf36458f4d2_20855&search_date=07072026&expected_price_uuid=019f3e10-c1c0-8030-a5c4-6ecff0c737fc&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20873
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-10,пн,20873,240,86.8976,WZ,1,1130,/search/GOJ1008TBS1?t=WZ17863905001786461900001130GOJSVXTBS_7e8d62e006cf5b3198908adb954c6c46_20855&search_date=07072026&expected_price_uuid=019f3e10-c023-8030-e00e-aac2b89afdae&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20873
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-24,пн,20873,240,86.8976,WZ,1,1130,/search/GOJ2408TBS1?t=WZ17876001001787671500001130GOJSVXTBS_9cd02f4795fe0605e0f16e525e2301e0_20855&search_date=07072026&expected_price_uuid=019f3e10-cb53-8030-e8aa-761310b52d40&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20873
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-11,вт,20896,240,86.8976,WZ,1,1765,/search/GOJ1108TBS1?t=WZ17864388001786548300001765GOJSVXTBS_105a8646699d91d69a02128c9f2b88fa_20855&search_date=08072026&expected_price_uuid=019f40ac-2dee-8030-ea2f-f434383bfc29&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=20896
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-16,вс,21736,250,86.8976,WZ,1,1335,/search/GOJ1608TBS1?t=WZ17869026001786986300001335GOJSVXTBS_02ee1bf99358668b70d111674ef1a832_21929&search_date=06072026&expected_price_uuid=019f37b7-2218-8010-6cf3-66620404b440&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=21736
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-21,пт,21849,251,86.8976,FV,1,835,/search/GOJ2108TBS1?t=WZ17873052001787358900000835GOJSVOZIATBS_eadd1e0f97051f086a66c16a3fc66ca0_21955&search_date=02072026&expected_price_uuid=019f2212-73e4-8030-6839-fc80e94992f4&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=hKhEPmCjSBYQhoWS6c-D4A&expected_price_source=share&expected_price_currency=rub&expected_price=21849
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-09,вс,21938,252,86.8976,WZ,1,1335,/search/GOJ0908TBS1?t=WZ17862978001786381500001335GOJSVXTBS_4bed0cfa264e044e0c372de2db2d4e32_21919&search_date=07072026&expected_price_uuid=019f3e10-c381-8030-6a30-a8020df8e331&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=21938
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-01,сб,22103,254,86.8976,WZ,1,1670,/search/GOJ0108TBS1?t=WZ17856078001785711600001670GOJSVXTBS_18131b17f70f54d54ef690544c124d2a_22060&search_date=08072026&expected_price_uuid=019f407f-3fe6-8030-284e-7053da06e58f&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=926OFduTyJUmHbsgcyRLiw&expected_price_source=share&expected_price_currency=rub&expected_price=22103
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-27,чт,22143,255,86.8976,5G,1,1455,/search/GOJ2708TBS1?t=5G17878545001787945400001455GOJEVNTBS_c2778633aba6e6628aacacc738173d2c_22192&search_date=05072026&expected_price_uuid=019f3124-5296-8030-a06e-842f6effc789&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=eoIPAuIQprsjz2lcGftCkA&expected_price_source=share&expected_price_currency=rub&expected_price=22143
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-13,чт,23048,265,86.8976,FV,1,1490,/search/GOJ1308TBS1?t=WZ17866611001786754100001490GOJSVOZIATBS_ca3acc82b65ab5d116485a04255dc960_23047&search_date=03072026&expected_price_uuid=019f2958-f277-8030-ad98-50570f17de5d&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ufl7KI5IfiZbDcaHi_9y9g&expected_price_source=share&expected_price_currency=rub&expected_price=23048
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-02,вс,23809,274,86.8976,RT,1,765,/search/GOJ0208TBS1?t=WZ17857122001785761700000765GOJKZNTBS_213b13fbc42e7e4398396b9b5273af55_23812&search_date=05072026&expected_price_uuid=019f32df-9e9a-8030-ad6f-005e5ce7ec18&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=MLiKVqQVkHsYbp21pbTqew&expected_price_source=share&expected_price_currency=rub&expected_price=23809
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-06,чт,25485,293,86.8976,FV,1,1490,/search/GOJ0608TBS1?t=WZ17860563001786149300001490GOJSVOZIATBS_51e772381b7111bb9739e6c6be065feb_25485&search_date=06072026&expected_price_uuid=019f38b1-ea6a-8030-2cdc-f3d89a77f0f2&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ufl7KI5IfiZbDcaHi_9y9g&expected_price_source=share&expected_price_currency=rub&expected_price=25485
2026-07-08 10:06,GOJ,TBS,onestop,2026-08-14,пт,25497,293,86.8976,WZ,1,2695,/search/GOJ1408TBS1?t=WZ17867055001786870800002695GOJKUFTBS_62280cdc4d1df353e2f918100dedda5b_25475&search_date=07072026&expected_price_uuid=019f3e10-bc2f-8030-6e93-7df5249f6956&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=sDDPHxaPvnwNbi4bScNJmw&expected_price_source=share&expected_price_currency=rub&expected_price=25497
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-25,вт,16894,193,87.3511,WZ,1,1765,/search/GOJ2508TBS1?t=WZ17876484001787757900001765GOJSVXTBS_9726ed26df038dfeea1afd53ea6b5fb9_16960&search_date=08072026&expected_price_uuid=019f40fd-a41f-8030-277f-60ca6803d45d&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=16894
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-26,ср,16894,193,87.3511,WZ,1,1140,/search/GOJ2608TBS1?t=WZ17877723001787844300001140GOJSVXTBS_8d3c5417e24e2997431ffda88af4011f_16960&search_date=08072026&expected_price_uuid=019f40fd-7a24-8030-2a1a-2b512db8bcf9&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=AxKHdHZ6HY9wBm52IL4hpg&expected_price_source=share&expected_price_currency=rub&expected_price=16894
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-29,сб,16966,194,87.3511,WZ,1,1215,/search/GOJ2908TBS1?t=WZ17880270001788103500001215GOJSVXTBS_c77efb60afb9b550b08980a4ca815bab_16993&search_date=07072026&expected_price_uuid=019f3ba0-2096-8030-2d69-18b726735f05&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ZAOMD7sOmxbY4K3atUByqQ&expected_price_source=share&expected_price_currency=rub&expected_price=16966
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-31,пн,16975,194,87.3511,WZ,1,1130,/search/GOJ3108TBS1?t=WZ17882049001788276300001130GOJSVXTBS_a6bf13c93682b1cfbf523a2376a19b9a_16960&search_date=07072026&expected_price_uuid=019f3e10-b737-8030-69a3-03136ffa47a6&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=16975
2026-07-08 17:18,GOJ,TBS,direct,2026-08-12,ср,17334,198,87.3511,WZ,0,190,/search/GOJ1208TBS1?t=WZ17865318001786546800000190GOJTBS_84463c9ada295eef133373e7c6f6d561_17340&search_date=08072026&expected_price_uuid=019f419d-96ae-8030-6682-b8bcdffacee2&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ssTThgZWwDi6-Ws2B8W6ng&expected_price_source=share&expected_price_currency=rub&expected_price=17334
2026-07-08 17:18,GOJ,TBS,direct,2026-08-22,сб,17374,199,87.3511,WZ,0,195,/search/GOJ2208TBS1?t=WZ17873910001787406300000195GOJTBS_0448293c0fa97dd0ced7028f8a1494fe_17340&search_date=08072026&expected_price_uuid=019f4165-4a37-8030-2089-34aea11fa4ab&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=97tEPRo4WyT9CUV0GQj3Wg&expected_price_source=share&expected_price_currency=rub&expected_price=17374
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-19,ср,17905,205,87.3511,WZ,1,1140,/search/GOJ1908TBS1?t=WZ17871675001787239500001140GOJSVXTBS_ee33848d8945c651e7dd96951dbc72a6_18005&search_date=07072026&expected_price_uuid=019f3e0e-b9b7-8030-a2f3-7acfae016101&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=AxKHdHZ6HY9wBm52IL4hpg&expected_price_source=share&expected_price_currency=rub&expected_price=17905
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-17,пн,17935,205,87.3511,WZ,1,1130,/search/GOJ1708TBS1?t=WZ17869953001787066700001130GOJSVXTBS_2093996f4dfda3cb0d79e2a0c490ee02_18005&search_date=08072026&expected_price_uuid=019f40db-9ccf-8030-a0af-c7a106eeda11&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=17935
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-18,вт,17970,206,87.3511,WZ,1,1765,/search/GOJ1808TBS1?t=WZ17870436001787153100001765GOJSVXTBS_e9f77372a6a853ec6f890393181db8c9_18005&search_date=08072026&expected_price_uuid=019f4024-14a9-8030-665a-2498e4814d68&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=17970
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-04,вт,17998,206,87.3511,WZ,1,1765,/search/GOJ0408TBS1?t=WZ17858340001785943500001765GOJSVXTBS_b0ca11a11ed6b91383c5a0f80df3fe6f_18005&search_date=08072026&expected_price_uuid=019f41a4-c717-8030-a7b9-4fea66fd7812&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=17998
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-15,сб,18784,215,87.3511,WZ,1,1670,/search/GOJ1508TBS1?t=WZ17868174001786921200001670GOJSVXTBS_12b89bc1a9b0e1217c150cf1185236d8_18759&search_date=08072026&expected_price_uuid=019f4112-abdf-8030-2661-61725f5b195c&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=926OFduTyJUmHbsgcyRLiw&expected_price_source=share&expected_price_currency=rub&expected_price=18784
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-30,вс,18976,217,87.3511,WZ,1,1335,/search/GOJ3008TBS1?t=WZ17881122001788195900001335GOJSVXTBS_7da5c660dcc20aaba2fa902fb814bcd5_18974&search_date=01072026&expected_price_uuid=019f1f73-b092-8030-ed99-92c98e8864dc&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=18976
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-23,вс,19275,221,87.3511,N4,1,805,/search/GOJ2308TBS1?t=N417875059001787557800000805GOJAERTBS_aa6b263c7d1ee63bcd8750702247de14_19258&search_date=07072026&expected_price_uuid=019f3e10-b483-8030-6dcf-5b4172aa82b4&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=UHA5ytoKnOPdBf0clU2jzw&expected_price_source=share&expected_price_currency=rub&expected_price=19275
2026-07-08 17:18,GOJ,TBS,direct,2026-08-05,ср,19898,228,87.3511,WZ,0,190,/search/GOJ0508TBS1?t=WZ17859270001785942000000190GOJTBS_32947cb410e1fea036e7ab321e770b50_19905&search_date=08072026&expected_price_uuid=019f419d-e85f-8030-2558-15c490b789be&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ssTThgZWwDi6-Ws2B8W6ng&expected_price_source=share&expected_price_currency=rub&expected_price=19898
2026-07-08 17:18,GOJ,TBS,direct,2026-08-08,сб,19898,228,87.3511,WZ,0,195,/search/GOJ0808TBS1?t=WZ17861814001786196700000195GOJTBS_f93c44a196c51fc82c2e0a1032ec887d_19905&search_date=08072026&expected_price_uuid=019f419d-2d86-8030-a8b2-77b7dcce781c&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=97tEPRo4WyT9CUV0GQj3Wg&expected_price_source=share&expected_price_currency=rub&expected_price=19898
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-11,вт,20815,238,87.3511,WZ,1,1765,/search/GOJ1108TBS1?t=WZ17864388001786548300001765GOJSVXTBS_105a8646699d91d69a02128c9f2b88fa_20855&search_date=08072026&expected_price_uuid=019f40ac-2dee-8030-ea2f-f434383bfc29&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=2LpzzLmgoPQA8wrb3TBDpw&expected_price_source=share&expected_price_currency=rub&expected_price=20815
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-10,пн,20873,239,87.3511,WZ,1,1130,/search/GOJ1008TBS1?t=WZ17863905001786461900001130GOJSVXTBS_7e8d62e006cf5b3198908adb954c6c46_20855&search_date=07072026&expected_price_uuid=019f3e10-c023-8030-e00e-aac2b89afdae&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20873
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-24,пн,20873,239,87.3511,WZ,1,1130,/search/GOJ2408TBS1?t=WZ17876001001787671500001130GOJSVXTBS_9cd02f4795fe0605e0f16e525e2301e0_20855&search_date=07072026&expected_price_uuid=019f3e10-cb53-8030-e8aa-761310b52d40&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20873
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-03,пн,20882,239,87.3511,WZ,1,1130,/search/GOJ0308TBS1?t=WZ17857857001785857100001130GOJSVXTBS_751c1c6bd0e6aecce962dcf36458f4d2_20855&search_date=08072026&expected_price_uuid=019f413f-0f1a-8030-e093-374144bad5f5&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=myP9-mnFrLCMBv1BlttSXw&expected_price_source=share&expected_price_currency=rub&expected_price=20882
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-16,вс,21736,249,87.3511,WZ,1,1335,/search/GOJ1608TBS1?t=WZ17869026001786986300001335GOJSVXTBS_02ee1bf99358668b70d111674ef1a832_21929&search_date=06072026&expected_price_uuid=019f37b7-2218-8010-6cf3-66620404b440&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=21736
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-21,пт,21849,250,87.3511,FV,1,835,/search/GOJ2108TBS1?t=WZ17873052001787358900000835GOJSVOZIATBS_eadd1e0f97051f086a66c16a3fc66ca0_21955&search_date=02072026&expected_price_uuid=019f2212-73e4-8030-6839-fc80e94992f4&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=hKhEPmCjSBYQhoWS6c-D4A&expected_price_source=share&expected_price_currency=rub&expected_price=21849
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-09,вс,21938,251,87.3511,WZ,1,1335,/search/GOJ0908TBS1?t=WZ17862978001786381500001335GOJSVXTBS_4bed0cfa264e044e0c372de2db2d4e32_21919&search_date=07072026&expected_price_uuid=019f3e10-c381-8030-6a30-a8020df8e331&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=DruZEWm9iUUdIbGh2d-oKw&expected_price_source=share&expected_price_currency=rub&expected_price=21938
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-01,сб,22060,253,87.3511,WZ,1,1670,/search/GOJ0108TBS1?t=WZ17856078001785711600001670GOJSVXTBS_18131b17f70f54d54ef690544c124d2a_22060&search_date=08072026&expected_price_uuid=019f4261-abd1-8030-2537-a058ad3226bd&static_fare_key=TY%7CP0%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=926OFduTyJUmHbsgcyRLiw&expected_price_source=share&expected_price_currency=rub&expected_price=22060
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-27,чт,22143,253,87.3511,5G,1,1455,/search/GOJ2708TBS1?t=5G17878545001787945400001455GOJEVNTBS_c2778633aba6e6628aacacc738173d2c_22192&search_date=05072026&expected_price_uuid=019f3124-5296-8030-a06e-842f6effc789&static_fare_key=TY%7CP0%7CH0%7CL0%7CCH0%7CR0%7CTBC0&itinerary_key=eoIPAuIQprsjz2lcGftCkA&expected_price_source=share&expected_price_currency=rub&expected_price=22143
2026-07-08 17:18,GOJ,TBS,onestop,2026-08-13,чт,23048,264,87.3511,FV,1,1490,/search/GOJ1308TBS1?t=WZ17866611001786754100001490GOJSVOZIATBS_ca3acc82b65ab5d116485a04255dc960_23047&search_date=03072026&expected_price_uuid=019f2958-f277-8030-ad98-50570f17de5d&static_fare_key=TY%7CP1%7CH1%7CL0%7CCH1%7CR0%7CTBC0&itinerary_key=ufl7KI5IfiZbDcaHi_9y9g&expected_price_source=share&expected_price_currency=rub&expected_price=23048
